fips,NAME,income
29055,"Crawford County, Missouri",52367
29057,"Dade County, Missouri",46806
29059,"Dallas County, Missouri",46547
29061,"Daviess County, Missouri",59706
29063,"DeKalb County, Missouri",67910
29065,"Dent County, Missouri",51410
29067,"Douglas County, Missouri",47848
29069,"Dunklin County, Missouri",44868
29071,"Franklin County, Missouri",70111
29073,"Gasconade County, Missouri",62638
29075,"Gentry County, Missouri",53799
29077,"Greene County, Missouri",54968
29079,"Grundy County, Missouri",51045
29081,"Harrison County, Missouri",51809
29083,"Henry County, Missouri",54903
29085,"Hickory County, Missouri",33302
29087,"Holt County, Missouri",55153
29089,"Howard County, Missouri",59023
29091,"Howell County, Missouri",46401
29093,"Iron County, Missouri",53401
29095,"Jackson County, Missouri",65169
29097,"Jasper County, Missouri",54963
29099,"Jefferson County, Missouri",77217
29101,"Johnson County, Missouri",62503
29103,"Knox County, Missouri",49167
29105,"Laclede County, Missouri",49202
29107,"Lafayette County, Missouri",78397
29109,"Lawrence County, Missouri",52225
29111,"Lewis County, Missouri",49779
29113,"Lincoln County, Missouri",82543
29115,"Linn County, Missouri",58435
29117,"Livingston County, Missouri",58772
29119,"McDonald County, Missouri",46494
29121,"Macon County, Missouri",54113
29123,"Madison County, Missouri",54042
29125,"Maries County, Missouri",56491
29127,"Marion County, Missouri",62492
29129,"Mercer County, Missouri",55592
29131,"Miller County, Missouri",53490
29133,"Mississippi County, Missouri",40833
29135,"Moniteau County, Missouri",66792
29137,"Monroe County, Missouri",50245
29139,"Montgomery County, Missouri",58660
29141,"Morgan County, Missouri",48841
29143,"New Madrid County, Missouri",44092
29145,"Newton County, Missouri",60313
29147,"Nodaway County, Missouri",53917
29149,"Oregon County, Missouri",41365
29151,"Osage County, Missouri",70313
29153,"Ozark County, Missouri",39125
29155,"Pemiscot County, Missouri",37426
29157,"Perry County, Missouri",61486
29159,"Pettis County, Missouri",57581
29161,"Phelps County, Missouri",53242
29163,"Pike County, Missouri",53363
29165,"Platte County, Missouri",92543
29167,"Polk County, Missouri",54487
29169,"Pulaski County, Missouri",62541
29171,"Putnam County, Missouri",50950
29173,"Ralls County, Missouri",62615
29175,"Randolph County, Missouri",51480
29177,"Ray County, Missouri",69779
29179,"Reynolds County, Missouri",43856
29181,"Ripley County, Missouri",42541
29183,"St. Charles County, Missouri",99596
29185,"St. Clair County, Missouri",43483
29186,"Ste. Genevieve County, Missouri",61215
29187,"St. Francois County, Missouri",53083
29189,"St. Louis County, Missouri",78067
29195,"Saline County, Missouri",55396
29197,"Schuyler County, Missouri",53728
29199,"Scotland County, Missouri",58656
29201,"Scott County, Missouri",54621
29203,"Shannon County, Missouri",46767
29205,"Shelby County, Missouri",50387
29207,"Stoddard County, Missouri",51703
29209,"Stone County, Missouri",58392
29211,"Sullivan County, Missouri",53438
29213,"Taney County, Missouri",54467
29215,"Texas County, Missouri",42870
29217,"Vernon County, Missouri",53318
29219,"Warren County, Missouri",75531
29221,"Washington County, Missouri",49364
29223,"Wayne County, Missouri",42758
29225,"Webster County, Missouri",65103
29227,"Worth County, Missouri",43536
29229,"Wright County, Missouri",43573
29510,"St. Louis city, Missouri",52941
30001,"Beaverhead County, Montana",55867
30003,"Big Horn County, Montana",52463
30005,"Blaine County, Montana",58507
30007,"Broadwater County, Montana",61679
30009,"Carbon County, Montana",66780
30011,"Carter County, Montana",46486
30013,"Cascade County, Montana",61351
30015,"Chouteau County, Montana",51791
30017,"Custer County, Montana",61114
30019,"Daniels County, Montana",47378
30021,"Dawson County, Montana",68168
30023,"Deer Lodge County, Montana",46436
30025,"Fallon County, Montana",79750
30027,"Fergus County, Montana",58321
30029,"Flathead County, Montana",68025
30031,"Gallatin County, Montana",83434
30033,"Garfield County, Montana",61786
30035,"Glacier County, Montana",41078
30037,"Golden Valley County, Montana",54792
30039,"Granite County, Montana",53917
30041,"Hill County, Montana",58427
30043,"Jefferson County, Montana",73875
30045,"Judith Basin County, Montana",58750
30047,"Lake County, Montana",58009
30049,"Lewis and Clark County, Montana",71967
30051,"Liberty County, Montana",48047
30053,"Lincoln County, Montana",44593
30055,"McCone County, Montana",79022
30057,"Madison County, Montana",61226
30059,"Meagher County, Montana",55753
30061,"Mineral County, Montana",56098
30063,"Missoula County, Montana",66840
30065,"Musselshell County, Montana",54875
30067,"Park County, Montana",67602
30069,"Petroleum County, Montana",57981
30071,"Phillips County, Montana",61250
30073,"Pondera County, Montana",59861
30075,"Powder River County, Montana",60313
30077,"Powell County, Montana",60994
30079,"Prairie County, Montana",44107
30081,"Ravalli County, Montana",67424
30083,"Richland County, Montana",67515
30085,"Roosevelt County, Montana",51038
30087,"Rosebud County, Montana",57656
30089,"Sanders County, Montana",47110
30091,"Sheridan County, Montana",67457
30093,"Silver Bow County, Montana",56297
30095,"Stillwater County, Montana",78380
30097,"Sweet Grass County, Montana",64872
30099,"Teton County, Montana",65224
30101,"Toole County, Montana",54040
30103,"Treasure County, Montana",70096
30105,"Valley County, Montana",59725
30107,"Wheatland County, Montana",48272
30109,"Wibaux County, Montana",58750
30111,"Yellowstone County, Montana",72300
31001,"Adams County, Nebraska",61502
31003,"Antelope County, Nebraska",61924
31005,"Arthur County, Nebraska",66667
31007,"Banner County, Nebraska",62375
31009,"Blaine County, Nebraska",52083
31011,"Boone County, Nebraska",66800
31013,"Box Butte County, Nebraska",67893
31015,"Boyd County, Nebraska",57120
31017,"Brown County, Nebraska",44267
31019,"Buffalo County, Nebraska",70093
31021,"Burt County, Nebraska",54950
31023,"Butler County, Nebraska",75690
31025,"Cass County, Nebraska",87673
31027,"Cedar County, Nebraska",72035
31029,"Chase County, Nebraska",57313
31031,"Cherry County, Nebraska",62373
31033,"Cheyenne County, Nebraska",54038
31035,"Clay County, Nebraska",73933
31037,"Colfax County, Nebraska",71205
31039,"Cuming County, Nebraska",68917
31041,"Custer County, Nebraska",62288
31043,"Dakota County, Nebraska",66112
31045,"Dawes County, Nebraska",53760
31047,"Dawson County, Nebraska",67462
31049,"Deuel County, Nebraska",58875
31051,"Dixon County, Nebraska",60568
31053,"Dodge County, Nebraska",66793
31055,"Douglas County, Nebraska",76083
31057,"Dundy County, Nebraska",58977
31059,"Fillmore County, Nebraska",72335
31061,"Franklin County, Nebraska",55625
31063,"Frontier County, Nebraska",62928
31065,"Furnas County, Nebraska",58895
31067,"Gage County, Nebraska",60035
31069,"Garden County, Nebraska",47139
31071,"Garfield County, Nebraska",64957
31073,"Gosper County, Nebraska",76583
31075,"Grant County, Nebraska",65139
31077,"Greeley County, Nebraska",52813
31079,"Hall County, Nebraska",63553
31081,"Hamilton County, Nebraska",73254
31083,"Harlan County, Nebraska",64583
31085,"Hayes County, Nebraska",59405
31087,"Hitchcock County, Nebraska",49456
31089,"Holt County, Nebraska",66325
31091,"Hooker County, Nebraska",43333
31093,"Howard County, Nebraska",70766
31095,"Jefferson County, Nebraska",54494
31097,"Johnson County, Nebraska",64352
31099,"Kearney County, Nebraska",74276
31101,"Keith County, Nebraska",59511
31103,"Keya Paha County, Nebraska",63977
31105,"Kimball County, Nebraska",53151
31107,"Knox County, Nebraska",61250
31109,"Lancaster County, Nebraska",70387
31111,"Lincoln County, Nebraska",63019
31113,"Logan County, Nebraska",69250
31115,"Loup County, Nebraska",50000
31117,"McPherson County, Nebraska",58250
31119,"Madison County, Nebraska",61139
31121,"Merrick County, Nebraska",57873
31123,"Morrill County, Nebraska",57325
31125,"Nance County, Nebraska",60054
31127,"Nemaha County, Nebraska",57196
31129,"Nuckolls County, Nebraska",66000
31131,"Otoe County, Nebraska",73031
31133,"Pawnee County, Nebraska",55833
31135,"Perkins County, Nebraska",61786
31137,"Phelps County, Nebraska",65114
31139,"Pierce County, Nebraska",65603
31141,"Platte County, Nebraska",69943
31143,"Polk County, Nebraska",67695
31145,"Red Willow County, Nebraska",58344
31147,"Richardson County, Nebraska",50321
31149,"Rock County, Nebraska",57566
31151,"Saline County, Nebraska",71104
31153,"Sarpy County, Nebraska",95911
31155,"Saunders County, Nebraska",84474
31157,"Scotts Bluff County, Nebraska",60137
31159,"Seward County, Nebraska",79677
31161,"Sheridan County, Nebraska",53609
31163,"Sherman County, Nebraska",60194
31165,"Sioux County, Nebraska",50833
31167,"Stanton County, Nebraska",76035
31169,"Thayer County, Nebraska",60305
31171,"Thomas County, Nebraska",70069
31173,"Thurston County, Nebraska",63459
31175,"Valley County, Nebraska",62321
31177,"Washington County, Nebraska",89671
31179,"Wayne County, Nebraska",64951
31181,"Webster County, Nebraska",62571
31183,"Wheeler County, Nebraska",59167
31185,"York County, Nebraska",72914
32001,"Churchill County, Nevada",69922
32003,"Clark County, Nevada",69911
32005,"Douglas County, Nevada",84262
32007,"Elko County, Nevada",87755
32009,"Esmeralda County, Nevada",40694
32011,"Eureka County, Nevada",73929
32013,"Humboldt County, Nevada",75574
32015,"Lander County, Nevada",92388
32017,"Lincoln County, Nevada",67412
32019,"Lyon County, Nevada",70026
32021,"Mineral County, Nevada",46625
32023,"Nye County, Nevada",53602
32027,"Pershing County, Nevada",66304
32029,"Storey County, Nevada",86932
32031,"Washoe County, Nevada",81531
32033,"White Pine County, Nevada",71297
32510,"Carson City, Nevada",67465
33001,"Belknap County, New Hampshire",80719
33003,"Carroll County, New Hampshire",77049
33005,"Cheshire County, New Hampshire",76551
33007,"Coos County, New Hampshire",55247
33009,"Grafton County, New Hampshire",79949
33011,"Hillsborough County, New Hampshire",95112
33013,"Merrimack County, New Hampshire",88806
33015,"Rockingham County, New Hampshire",110225
33017,"Strafford County, New Hampshire",83212
33019,"Sullivan County, New Hampshire",70788
34001,"Atlantic County, New Jersey",73113
34003,"Bergen County, New Jersey",118714
34005,"Burlington County, New Jersey",102615
34007,"Camden County, New Jersey",82005
34009,"Cape May County, New Jersey",83870
34011,"Cumberland County, New Jersey",62310
34013,"Essex County, New Jersey",73785
34015,"Gloucester County, New Jersey",99668
34017,"Hudson County, New Jersey",86854
34019,"Hunterdon County, New Jersey",133534
34021,"Mercer County, New Jersey",92697
34023,"Middlesex County, New Jersey",105206
34025,"Monmouth County, New Jersey",118527
34027,"Morris County, New Jersey",130808
34029,"Ocean County, New Jersey",82379
34031,"Passaic County, New Jersey",84465
34033,"Salem County, New Jersey",73378
34035,"Somerset County, New Jersey",131948
34037,"Sussex County, New Jersey",111094
34039,"Union County, New Jersey",95000
34041,"Warren County, New Jersey",92620
35001,"Bernalillo County, New Mexico",62220
35003,"Catron County, New Mexico",44777
35005,"Chaves County, New Mexico",49673
35006,"Cibola County, New Mexico",49866
35007,"Colfax County, New Mexico",46286
35009,"Curry County, New Mexico",55427
35011,"De Baca County, New Mexico",34702
35013,"Doña Ana County, New Mexico",51232
35015,"Eddy County, New Mexico",77458
35017,"Grant County, New Mexico",44895
35019,"Guadalupe County, New Mexico",38713
35021,"Harding County, New Mexico",39489
35023,"Hidalgo County, New Mexico",53651
35025,"Lea County, New Mexico",65855
35027,"Lincoln County, New Mexico",47919
35028,"Los Alamos County, New Mexico",135801
35029,"Luna County, New Mexico",38241
35031,"McKinley County, New Mexico",44029
35033,"Mora County, New Mexico",40231
35035,"Otero County, New Mexico",50833
35037,"Quay County, New Mexico",38998
35039,"Rio Arriba County, New Mexico",52031
35041,"Roosevelt County, New Mexico",52644
35043,"Sandoval County, New Mexico",76424
35045,"San Juan County, New Mexico",50734
35047,"San Miguel County, New Mexico",43490
35049,"Santa Fe County, New Mexico",70522
35051,"Sierra County, New Mexico",35256
35053,"Socorro County, New Mexico",40699
35055,"Taos County, New Mexico",55145
35057,"Torrance County, New Mexico",50727
35059,"Union County, New Mexico",41714
35061,"Valencia County, New Mexico",56246
36001,"Albany County, New York",78829
36003,"Allegany County, New York",58725
36005,"Bronx County, New York",47036
36007,"Broome County, New York",58317
36009,"Cattaraugus County, New York",56889
36011,"Cayuga County, New York",63227
36013,"Chautauqua County, New York",54625
36015,"Chemung County, New York",61358
36017,"Chenango County, New York",61741
36019,"Clinton County, New York",67097
36021,"Columbia County, New York",81741
36023,"Cortland County, New York",65029
36025,"Delaware County, New York",58338
36027,"Dutchess County, New York",94578
36029,"Erie County, New York",68014
36031,"Essex County, New York",68090
36033,"Franklin County, New York",60270
36035,"Fulton County, New York",60557
36037,"Genesee County, New York",68178
36039,"Greene County, New York",70294
36041,"Hamilton County, New York",66891
36043,"Herkimer County, New York",68104
36045,"Jefferson County, New York",62782
36047,"Kings County, New York",74692
36049,"Lewis County, New York",64401
36051,"Livingston County, New York",70443
36053,"Madison County, New York",68869
36055,"Monroe County, New York",71450
36057,"Montgomery County, New York",58033
36059,"Nassau County, New York",137709
36061,"New York County, New York",99880
36063,"Niagara County, New York",65882
36065,"Oneida County, New York",66402
36067,"Onondaga County, New York",71479
36069,"Ontario County, New York",76603
36071,"Orange County, New York",91806
36073,"Orleans County, New York",61069
36075,"Oswego County, New York",65054
36077,"Otsego County, New York",65778
36079,"Putnam County, New York",120970
36081,"Queens County, New York",82431
36083,"Rensselaer County, New York",83734
36085,"Richmond County, New York",96185
36087,"Rockland County, New York",106173
36089,"St. Lawrence County, New York",58339
36091,"Saratoga County, New York",97038
36093,"Schenectady County, New York",75056
36095,"Schoharie County, New York",71479
36097,"Schuyler County, New York",61316
36099,"Seneca County, New York",64050
36101,"Steuben County, New York",62506
36103,"Suffolk County, New York",122498
36105,"Sullivan County, New York",67841
36107,"Tioga County, New York",70427
36109,"Tompkins County, New York",69995
36111,"Ulster County, New York",77197
36113,"Warren County, New York",74531
36115,"Washington County, New York",68703
36117,"Wayne County, New York",71007
36119,"Westchester County, New York",114651
36121,"Wyoming County, New York",65066
36123,"Yates County, New York",63974
37001,"Alamance County, North Carolina",60866
37003,"Alexander County, North Carolina",62764
37005,"Alleghany County, North Carolina",42115
37007,"Anson County, North Carolina",42000
37009,"Ashe County, North Carolina",49176
37011,"Avery County, North Carolina",53513
37013,"Beaufort County, North Carolina",56081
37015,"Bertie County, North Carolina",41652
37017,"Bladen County, North Carolina",40476
37019,"Brunswick County, North Carolina",71193
37021,"Buncombe County, North Carolina",66531
37023,"Burke County, North Carolina",53732
37025,"Cabarrus County, North Carolina",83828
37027,"Caldwell County, North Carolina",52362
37029,"Camden County, North Carolina",79120
37031,"Carteret County, North Carolina",66965
37033,"Caswell County, North Carolina",56999
37035,"Catawba County, North Carolina",62070
37037,"Chatham County, North Carolina",84222
37039,"Cherokee County, North Carolina",49254
37041,"Chowan County, North Carolina",51188
37043,"Clay County, North Carolina",57065
37045,"Cleveland County, North Carolina",50723
37047,"Columbus County, North Carolina",43206
37049,"Craven County, North Carolina",61676
37051,"Cumberland County, North Carolina",55551
37053,"Currituck County, North Carolina",82793
37055,"Dare County, North Carolina",79742
37057,"Davidson County, North Carolina",58473
37059,"Davie County, North Carolina",69105
37061,"Duplin County, North Carolina",49376
37063,"Durham County, North Carolina",74927
37065,"Edgecombe County, North Carolina",46370
37067,"Forsyth County, North Carolina",61229
37069,"Franklin County, North Carolina",70493
37071,"Gaston County, North Carolina",62628
37073,"Gates County, North Carolina",55750
37075,"Graham County, North Carolina",46010
37077,"Granville County, North Carolina",68079
37079,"Greene County, North Carolina",50320
37081,"Guilford County, North Carolina",62880
37083,"Halifax County, North Carolina",41629
37085,"Harnett County, North Carolina",64992
37087,"Haywood County, North Carolina",56596
37089,"Henderson County, North Carolina",65508
37091,"Hertford County, North Carolina",46196
37093,"Hoke County, North Carolina",57141
37095,"Hyde County, North Carolina",43724
37097,"Iredell County, North Carolina",73103
37099,"Jackson County, North Carolina",51482
37101,"Johnston County, North Carolina",75288
37103,"Jones County, North Carolina",53053
37105,"Lee County, North Carolina",60941
37107,"Lenoir County, North Carolina",43063
37109,"Lincoln County, North Carolina",75672
37111,"McDowell County, North Carolina",53532
37113,"Macon County, North Carolina",51042
37115,"Madison County, North Carolina",56664
37117,"Martin County, North Carolina",44799
37119,"Mecklenburg County, North Carolina",79265
37121,"Mitchell County, North Carolina",55534
37123,"Montgomery County, North Carolina",55523
37125,"Moore County, North Carolina",77981
37127,"Nash County, North Carolina",56770
37129,"New Hanover County, North Carolina",67515
37131,"Northampton County, North Carolina",45698
37133,"Onslow County, North Carolina",59976
37135,"Orange County, North Carolina",85785
37137,"Pamlico County, North Carolina",55867
37139,"Pasquotank County, North Carolina",61411
37141,"Pender County, North Carolina",74538
37143,"Perquimans County, North Carolina",59401
37145,"Person County, North Carolina",60688
37147,"Pitt County, North Carolina",54915
37149,"Polk County, North Carolina",60465
37151,"Randolph County, North Carolina",56423
37153,"Richmond County, North Carolina",42354
37155,"Robeson County, North Carolina",39393
37157,"Rockingham County, North Carolina",50737
37159,"Rowan County, North Carolina",59717
37161,"Rutherford County, North Carolina",50512
37163,"Sampson County, North Carolina",49963
37165,"Scotland County, North Carolina",41948
37167,"Stanly County, North Carolina",60634
37169,"Stokes County, North Carolina",57539
37171,"Surry County, North Carolina",52743
37173,"Swain County, North Carolina",52818
37175,"Transylvania County, North Carolina",62056
37177,"Tyrrell County, North Carolina",55341
37179,"Union County, North Carolina",95533
37181,"Vance County, North Carolina",48340
37183,"Wake County, North Carolina",96734
37185,"Warren County, North Carolina",42282
37187,"Washington County, North Carolina",38927
37189,"Watauga County, North Carolina",50034
37191,"Wayne County, North Carolina",54323
37193,"Wilkes County, North Carolina",49119
37195,"Wilson County, North Carolina",49827
37197,"Yadkin County, North Carolina",57486
37199,"Yancey County, North Carolina",53103
38001,"Adams County, North Dakota",57950
38003,"Barnes County, North Dakota",64447
38005,"Benson County, North Dakota",63220
38007,"Billings County, North Dakota",74000
38009,"Bottineau County, North Dakota",80113
38011,"Bowman County, North Dakota",79709
38013,"Burke County, North Dakota",94583
38015,"Burleigh County, North Dakota",82141
38017,"Cass County, North Dakota",73249
38019,"Cavalier County, North Dakota",61174
38021,"Dickey County, North Dakota",60250
38023,"Divide County, North Dakota",95938
38025,"Dunn County, North Dakota",91758
38027,"Eddy County, North Dakota",50375
38029,"Emmons County, North Dakota",63750
38031,"Foster County, North Dakota",78426
38033,"Golden Valley County, North Dakota",84750
38035,"Grand Forks County, North Dakota",64698
38037,"Grant County, North Dakota",57069
38039,"Griggs County, North Dakota",66688
38041,"Hettinger County, North Dakota",66797
38043,"Kidder County, North Dakota",57240
38045,"LaMoure County, North Dakota",70227
38047,"Logan County, North Dakota",59750
38049,"McHenry County, North Dakota",78071
38051,"McIntosh County, North Dakota",64375
38053,"McKenzie County, North Dakota",83813
38055,"McLean County, North Dakota",80556
38057,"Mercer County, North Dakota",82155
38059,"Morton County, North Dakota",79555
38061,"Mountrail County, North Dakota",81886
38063,"Nelson County, North Dakota",62219
38065,"Oliver County, North Dakota",69722
38067,"Pembina County, North Dakota",64243
38069,"Pierce County, North Dakota",59583
38071,"Ramsey County, North Dakota",61490
38073,"Ransom County, North Dakota",71462
38075,"Renville County, North Dakota",77067
38077,"Richland County, North Dakota",67089
38079,"Rolette County, North Dakota",53806
38081,"Sargent County, North Dakota",75648
38083,"Sheridan County, North Dakota",68684
38085,"Sioux County, North Dakota",41201
38087,"Slope County, North Dakota",70625
38089,"Stark County, North Dakota",78734
38091,"Steele County, North Dakota",85750
38093,"Stutsman County, North Dakota",59167
38095,"Towner County, North Dakota",61250
38097,"Traill County, North Dakota",81157
38099,"Walsh County, North Dakota",68082
38101,"Ward County, North Dakota",78143
38103,"Wells County, North Dakota",59732
38105,"Williams County, North Dakota",86139
39001,"Adams County, Ohio",46234
39003,"Allen County, Ohio",58976
39005,"Ashland County, Ohio",62254
39007,"Ashtabula County, Ohio",53663
39009,"Athens County, Ohio",48750
39011,"Auglaize County, Ohio",75231
39013,"Belmont County, Ohio",56943
39015,"Brown County, Ohio",66677
39017,"Butler County, Ohio",77062
39019,"Carroll County, Ohio",59872
39021,"Champaign County, Ohio",70486
39023,"Clark County, Ohio",58954
39025,"Clermont County, Ohio",79573
39027,"Clinton County, Ohio",64210
39029,"Columbiana County, Ohio",55473
39031,"Coshocton County, Ohio",52048
39033,"Crawford County, Ohio",52486
39035,"Cuyahoga County, Ohio",60074
39037,"Darke County, Ohio",60237
39039,"Defiance County, Ohio",69302
39041,"Delaware County, Ohio",123995
39043,"Erie County, Ohio",65171
39045,"Fairfield County, Ohio",82969
39047,"Fayette County, Ohio",56773
39049,"Franklin County, Ohio",71070
39051,"Fulton County, Ohio",71453
39053,"Gallia County, Ohio",55533
39055,"Geauga County, Ohio",97162
39057,"Greene County, Ohio",81243
39059,"Guernsey County, Ohio",53901
39061,"Hamilton County, Ohio",68249
39063,"Hancock County, Ohio",67006
39065,"Hardin County, Ohio",55876
39067,"Harrison County, Ohio",54056
39069,"Henry County, Ohio",71616
39071,"Highland County, Ohio",60522
39073,"Hocking County, Ohio",59007
39075,"Holmes County, Ohio",72987
39077,"Huron County, Ohio",64144
39079,"Jackson County, Ohio",56549
39081,"Jefferson County, Ohio",53124
39083,"Knox County, Ohio",71246
39085,"Lake County, Ohio",76835
39087,"Lawrence County, Ohio",51846
39089,"Licking County, Ohio",78505
39091,"Logan County, Ohio",69125
39093,"Lorain County, Ohio",67272
39095,"Lucas County, Ohio",57265
39097,"Madison County, Ohio",77062
39099,"Mahoning County, Ohio",54279
39101,"Marion County, Ohio",55106
39103,"Medina County, Ohio",89968
39105,"Meigs County, Ohio",46255
39107,"Mercer County, Ohio",73278
39109,"Miami County, Ohio",71440
39111,"Monroe County, Ohio",55381
39113,"Montgomery County, Ohio",61942
39115,"Morgan County, Ohio",51056
39117,"Morrow County, Ohio",70412
39119,"Muskingum County, Ohio",56810
39121,"Noble County, Ohio",51547
39123,"Ottawa County, Ohio",69515
39125,"Paulding County, Ohio",65331
39127,"Perry County, Ohio",62899
39129,"Pickaway County, Ohio",67600
39131,"Pike County, Ohio",50832
39133,"Portage County, Ohio",69796
39135,"Preble County, Ohio",66355
39137,"Putnam County, Ohio",79453
39139,"Richland County, Ohio",56557
39141,"Ross County, Ohio",58048
39143,"Sandusky County, Ohio",60814
39145,"Scioto County, Ohio",46360
39147,"Seneca County, Ohio",62476
39149,"Shelby County, Ohio",73502
39151,"Stark County, Ohio",63130
39153,"Summit County, Ohio",68360
39155,"Trumbull County, Ohio",53537
39157,"Tuscarawas County, Ohio",61953
39159,"Union County, Ohio",104496
39161,"Van Wert County, Ohio",64841
39163,"Vinton County, Ohio",50967
39165,"Warren County, Ohio",103128
39167,"Washington County, Ohio",59053
39169,"Wayne County, Ohio",70320
39171,"Williams County, Ohio",60632
39173,"Wood County, Ohio",70537
39175,"Wyandot County, Ohio",68552
40001,"Adair County, Oklahoma",44955
40003,"Alfalfa County, Oklahoma",75028
40005,"Atoka County, Oklahoma",49181
40007,"Beaver County, Oklahoma",62981
40009,"Beckham County, Oklahoma",51499
40011,"Blaine County, Oklahoma",56843
40013,"Bryan County, Oklahoma",54289
40015,"Caddo County, Oklahoma",52443
40017,"Canadian County, Oklahoma",82364
40019,"Carter County, Oklahoma",56390
40021,"Cherokee County, Oklahoma",52410
40023,"Choctaw County, Oklahoma",43252
40025,"Cimarron County, Oklahoma",57100
40027,"Cleveland County, Oklahoma",71757
40029,"Coal County, Oklahoma",47117
40031,"Comanche County, Oklahoma",57150
40033,"Cotton County, Oklahoma",60208
40035,"Craig County, Oklahoma",48018
40037,"Creek County, Oklahoma",61657
40039,"Custer County, Oklahoma",58669
40041,"Delaware County, Oklahoma",53290
40043,"Dewey County, Oklahoma",61310
40045,"Ellis County, Oklahoma",57768
40047,"Garfield County, Oklahoma",64165
40049,"Garvin County, Oklahoma",53600
40051,"Grady County, Oklahoma",74349
40053,"Grant County, Oklahoma",58980
40055,"Greer County, Oklahoma",55204
40057,"Harmon County, Oklahoma",55729
40059,"Harper County, Oklahoma",59934
40061,"Haskell County, Oklahoma",46239
40063,"Hughes County, Oklahoma",44799
40065,"Jackson County, Oklahoma",60954
40067,"Jefferson County, Oklahoma",48346
40069,"Johnston County, Oklahoma",48476
40071,"Kay County, Oklahoma",53746
40073,"Kingfisher County, Oklahoma",65167
40075,"Kiowa County, Oklahoma",42679
40077,"Latimer County, Oklahoma",42735
40079,"Le Flore County, Oklahoma",46750
40081,"Lincoln County, Oklahoma",57656
40083,"Logan County, Oklahoma",80565
40085,"Love County, Oklahoma",60758
40087,"McClain County, Oklahoma",80150
40089,"McCurtain County, Oklahoma",47046
40091,"McIntosh County, Oklahoma",43467
40093,"Major County, Oklahoma",67621
40095,"Marshall County, Oklahoma",53734
40097,"Mayes County, Oklahoma",56552
40099,"Murray County, Oklahoma",60213
40101,"Muskogee County, Oklahoma",50289
40103,"Noble County, Oklahoma",66813
40105,"Nowata County, Oklahoma",50960
40107,"Okfuskee County, Oklahoma",45429
40109,"Oklahoma County, Oklahoma",62505
40111,"Okmulgee County, Oklahoma",50819
40113,"Osage County, Oklahoma",58189
40115,"Ottawa County, Oklahoma",46186
40117,"Pawnee County, Oklahoma",56279
40119,"Payne County, Oklahoma",46658
40121,"Pittsburg County, Oklahoma",53054
40123,"Pontotoc County, Oklahoma",59457
40125,"Pottawatomie County, Oklahoma",58270
40127,"Pushmataha County, Oklahoma",42274
40129,"Roger Mills County, Oklahoma",57574
40131,"Rogers County, Oklahoma",75312
40133,"Seminole County, Oklahoma",43239
40135,"Sequoyah County, Oklahoma",47494
40137,"Stephens County, Oklahoma",57065
40139,"Texas County, Oklahoma",55682
40141,"Tillman County, Oklahoma",46306
40143,"Tulsa County, Oklahoma",65229
40145,"Wagoner County, Oklahoma",75082
40147,"Washington County, Oklahoma",59426
40149,"Washita County, Oklahoma",60600
40151,"Woods County, Oklahoma",50724
40153,"Woodward County, Oklahoma",61207
41001,"Baker County, Oregon",51657
41003,"Benton County, Oregon",72882
41005,"Clackamas County, Oregon",95740
41007,"Clatsop County, Oregon",68025
41009,"Columbia County, Oregon",83265
41011,"Coos County, Oregon",57563
41013,"Crook County, Oregon",74969
41015,"Curry County, Oregon",64300
41017,"Deschutes County, Oregon",82042
41019,"Douglas County, Oregon",56440
41021,"Gilliam County, Oregon",58409
41023,"Grant County, Oregon",56045
41025,"Harney County, Oregon",45462
41027,"Hood River County, Oregon",80254
41029,"Jackson County, Oregon",67690
41031,"Jefferson County, Oregon",69345
41033,"Josephine County, Oregon",56068
41035,"Klamath County, Oregon",57219
41037,"Lake County, Oregon",54663
41039,"Lane County, Oregon",65157
41041,"Lincoln County, Oregon",57794
41043,"Linn County, Oregon",69523
41045,"Malheur County, Oregon",48371
41047,"Marion County, Oregon",70926
41049,"Morrow County, Oregon",64975
41051,"Multnomah County, Oregon",83668
41053,"Polk County, Oregon",77353
41055,"Sherman County, Oregon",57171
41057,"Tillamook County, Oregon",63098
41059,"Umatilla County, Oregon",70322
41061,"Union County, Oregon",61946
41063,"Wallowa County, Oregon",62238
41065,"Wasco County, Oregon",61316
41067,"Washington County, Oregon",100121
41069,"Wheeler County, Oregon",50774
41071,"Yamhill County, Oregon",80125
42001,"Adams County, Pennsylvania",78975
42003,"Allegheny County, Pennsylvania",72537
42005,"Armstrong County, Pennsylvania",61011
42007,"Beaver County, Pennsylvania",67194
42009,"Bedford County, Pennsylvania",58337
42011,"Berks County, Pennsylvania",74617
42013,"Blair County, Pennsylvania",59386
42015,"Bradford County, Pennsylvania",60650
42017,"Bucks County, Pennsylvania",107826
42019,"Butler County, Pennsylvania",82932
42021,"Cambria County, Pennsylvania",54221
42023,"Cameron County, Pennsylvania",46186
42025,"Carbon County, Pennsylvania",64538
42027,"Centre County, Pennsylvania",70087
42029,"Chester County, Pennsylvania",118574
42031,"Clarion County, Pennsylvania",58690
42033,"Clearfield County, Pennsylvania",56982
42035,"Clinton County, Pennsylvania",59011
42037,"Columbia County, Pennsylvania",59457
42039,"Crawford County, Pennsylvania",58734
42041,"Cumberland County, Pennsylvania",82849
