fips,NAME,income
18143,"Scott County, Indiana",49343
18145,"Shelby County, Indiana",66449
18147,"Spencer County, Indiana",66168
18149,"Starke County, Indiana",59916
18151,"Steuben County, Indiana",68837
18153,"Sullivan County, Indiana",54556
18155,"Switzerland County, Indiana",66525
18157,"Tippecanoe County, Indiana",55728
18159,"Tipton County, Indiana",71947
18161,"Union County, Indiana",68514
18163,"Vanderburgh County, Indiana",58839
18165,"Vermillion County, Indiana",59567
18167,"Vigo County, Indiana",52789
18169,"Wabash County, Indiana",66194
18171,"Warren County, Indiana",72833
18173,"Warrick County, Indiana",91105
18175,"Washington County, Indiana",60695
18177,"Wayne County, Indiana",54854
18179,"Wells County, Indiana",68074
18181,"White County, Indiana",65345
18183,"Whitley County, Indiana",73636
19001,"Adair County, Iowa",63172
19003,"Adams County, Iowa",64750
19005,"Allamakee County, Iowa",64049
19007,"Appanoose County, Iowa",50684
19009,"Audubon County, Iowa",54973
19011,"Benton County, Iowa",79444
19013,"Black Hawk County, Iowa",62329
19015,"Boone County, Iowa",75759
19017,"Bremer County, Iowa",84727
19019,"Buchanan County, Iowa",73493
19021,"Buena Vista County, Iowa",62662
19023,"Butler County, Iowa",65743
19025,"Calhoun County, Iowa",65614
19027,"Carroll County, Iowa",68041
19029,"Cass County, Iowa",60815
19031,"Cedar County, Iowa",76959
19033,"Cerro Gordo County, Iowa",63149
19035,"Cherokee County, Iowa",63638
19037,"Chickasaw County, Iowa",72734
19039,"Clarke County, Iowa",63120
19041,"Clay County, Iowa",61756
19043,"Clayton County, Iowa",60441
19045,"Clinton County, Iowa",61080
19047,"Crawford County, Iowa",61188
19049,"Dallas County, Iowa",99533
19051,"Davis County, Iowa",77176
19053,"Decatur County, Iowa",56068
19055,"Delaware County, Iowa",75896
19057,"Des Moines County, Iowa",58084
19059,"Dickinson County, Iowa",72446
19061,"Dubuque County, Iowa",73495
19063,"Emmet County, Iowa",64461
19065,"Fayette County, Iowa",56043
19067,"Floyd County, Iowa",62356
19069,"Franklin County, Iowa",62214
19071,"Fremont County, Iowa",69375
19073,"Greene County, Iowa",56884
19075,"Grundy County, Iowa",80701
19077,"Guthrie County, Iowa",75795
19079,"Hamilton County, Iowa",66685
19081,"Hancock County, Iowa",67865
19083,"Hardin County, Iowa",64656
19085,"Harrison County, Iowa",75830
19087,"Henry County, Iowa",62365
19089,"Howard County, Iowa",63947
19091,"Humboldt County, Iowa",66617
19093,"Ida County, Iowa",63125
19095,"Iowa County, Iowa",69787
19097,"Jackson County, Iowa",69709
19099,"Jasper County, Iowa",67784
19101,"Jefferson County, Iowa",52210
19103,"Johnson County, Iowa",72977
19105,"Jones County, Iowa",68781
19107,"Keokuk County, Iowa",60016
19109,"Kossuth County, Iowa",62553
19111,"Lee County, Iowa",58094
19113,"Linn County, Iowa",75457
19115,"Louisa County, Iowa",72500
19117,"Lucas County, Iowa",63405
19119,"Lyon County, Iowa",73735
19121,"Madison County, Iowa",88110
19123,"Mahaska County, Iowa",65200
19125,"Marion County, Iowa",74193
19127,"Marshall County, Iowa",70828
19129,"Mills County, Iowa",81907
19131,"Mitchell County, Iowa",66056
19133,"Monona County, Iowa",59897
19135,"Monroe County, Iowa",76324
19137,"Montgomery County, Iowa",61261
19139,"Muscatine County, Iowa",67427
19141,"O'Brien County, Iowa",65076
19143,"Osceola County, Iowa",67561
19145,"Page County, Iowa",58264
19147,"Palo Alto County, Iowa",67306
19149,"Plymouth County, Iowa",79963
19151,"Pocahontas County, Iowa",61434
19153,"Polk County, Iowa",78827
19155,"Pottawattamie County, Iowa",68718
19157,"Poweshiek County, Iowa",61192
19159,"Ringgold County, Iowa",67898
19161,"Sac County, Iowa",68778
19163,"Scott County, Iowa",72792
19165,"Shelby County, Iowa",70295
19167,"Sioux County, Iowa",81914
19169,"Story County, Iowa",66197
19171,"Tama County, Iowa",65483
19173,"Taylor County, Iowa",65926
19175,"Union County, Iowa",56495
19177,"Van Buren County, Iowa",58417
19179,"Wapello County, Iowa",56209
19181,"Warren County, Iowa",89741
19183,"Washington County, Iowa",71122
19185,"Wayne County, Iowa",58257
19187,"Webster County, Iowa",65335
19189,"Winnebago County, Iowa",62853
19191,"Winneshiek County, Iowa",67770
19193,"Woodbury County, Iowa",68399
19195,"Worth County, Iowa",69897
19197,"Wright County, Iowa",58240
20001,"Allen County, Kansas",55059
20003,"Anderson County, Kansas",67651
20005,"Atchison County, Kansas",55281
20007,"Barber County, Kansas",53774
20009,"Barton County, Kansas",54634
20011,"Bourbon County, Kansas",55826
20013,"Brown County, Kansas",55876
20015,"Butler County, Kansas",77724
20017,"Chase County, Kansas",52481
20019,"Chautauqua County, Kansas",51210
20021,"Cherokee County, Kansas",53382
20023,"Cheyenne County, Kansas",52730
20025,"Clark County, Kansas",58287
20027,"Clay County, Kansas",57765
20029,"Cloud County, Kansas",51197
20031,"Coffey County, Kansas",67645
20033,"Comanche County, Kansas",49754
20035,"Cowley County, Kansas",55726
20037,"Crawford County, Kansas",49779
20039,"Decatur County, Kansas",49412
20041,"Dickinson County, Kansas",62971
20043,"Doniphan County, Kansas",66358
20045,"Douglas County, Kansas",66153
20047,"Edwards County, Kansas",52750
20049,"Elk County, Kansas",50000
20051,"Ellis County, Kansas",59665
20053,"Ellsworth County, Kansas",59844
20055,"Finney County, Kansas",68481
20057,"Ford County, Kansas",67997
20059,"Franklin County, Kansas",68217
20061,"Geary County, Kansas",57992
20063,"Gove County, Kansas",59417
20065,"Graham County, Kansas",47071
20067,"Grant County, Kansas",84808
20069,"Gray County, Kansas",74500
20071,"Greeley County, Kansas",69948
20073,"Greenwood County, Kansas",51812
20075,"Hamilton County, Kansas",58750
20077,"Harper County, Kansas",53032
20079,"Harvey County, Kansas",70685
20081,"Haskell County, Kansas",66458
20083,"Hodgeman County, Kansas",63125
20085,"Jackson County, Kansas",70385
20087,"Jefferson County, Kansas",74562
20089,"Jewell County, Kansas",47109
20091,"Johnson County, Kansas",103644
20093,"Kearny County, Kansas",68750
20095,"Kingman County, Kansas",59640
20097,"Kiowa County, Kansas",70347
20099,"Labette County, Kansas",56143
20101,"Lane County, Kansas",52222
20103,"Leavenworth County, Kansas",84307
20105,"Lincoln County, Kansas",52540
20107,"Linn County, Kansas",56697
20109,"Logan County, Kansas",70382
20111,"Lyon County, Kansas",56415
20113,"McPherson County, Kansas",71250
20115,"Marion County, Kansas",60011
20117,"Marshall County, Kansas",64306
20119,"Meade County, Kansas",74063
20121,"Miami County, Kansas",85564
20123,"Mitchell County, Kansas",63008
20125,"Montgomery County, Kansas",51513
20127,"Morris County, Kansas",52866
20129,"Morton County, Kansas",57943
20131,"Nemaha County, Kansas",72788
20133,"Neosho County, Kansas",54894
20135,"Ness County, Kansas",64907
20137,"Norton County, Kansas",52710
20139,"Osage County, Kansas",66155
20141,"Osborne County, Kansas",58750
20143,"Ottawa County, Kansas",74551
20145,"Pawnee County, Kansas",54141
20147,"Phillips County, Kansas",57611
20149,"Pottawatomie County, Kansas",85241
20151,"Pratt County, Kansas",61685
20153,"Rawlins County, Kansas",61827
20155,"Reno County, Kansas",57390
20157,"Republic County, Kansas",54531
20159,"Rice County, Kansas",58523
20161,"Riley County, Kansas",56327
20163,"Rooks County, Kansas",60821
20165,"Rush County, Kansas",53523
20167,"Russell County, Kansas",49929
20169,"Saline County, Kansas",59887
20171,"Scott County, Kansas",53365
20173,"Sedgwick County, Kansas",65372
20175,"Seward County, Kansas",57131
20177,"Shawnee County, Kansas",63463
20179,"Sheridan County, Kansas",66719
20181,"Sherman County, Kansas",61404
20183,"Smith County, Kansas",50943
20185,"Stafford County, Kansas",60000
20187,"Stanton County, Kansas",66000
20189,"Stevens County, Kansas",67950
20191,"Sumner County, Kansas",59397
20193,"Thomas County, Kansas",72417
20195,"Trego County, Kansas",77500
20197,"Wabaunsee County, Kansas",70000
20199,"Wallace County, Kansas",57708
20201,"Washington County, Kansas",59432
20203,"Wichita County, Kansas",69551
20205,"Wilson County, Kansas",55439
20207,"Woodson County, Kansas",50670
20209,"Wyandotte County, Kansas",57771
21001,"Adair County, Kentucky",49690
21003,"Allen County, Kentucky",57159
21005,"Anderson County, Kentucky",69885
21007,"Ballard County, Kentucky",57111
21009,"Barren County, Kentucky",48141
21011,"Bath County, Kentucky",51471
21013,"Bell County, Kentucky",33658
21015,"Boone County, Kentucky",91697
21017,"Bourbon County, Kentucky",54580
21019,"Boyd County, Kentucky",58327
21021,"Boyle County, Kentucky",56568
21023,"Bracken County, Kentucky",59911
21025,"Breathitt County, Kentucky",38209
21027,"Breckinridge County, Kentucky",51756
21029,"Bullitt County, Kentucky",73900
21031,"Butler County, Kentucky",47589
21033,"Caldwell County, Kentucky",52488
21035,"Calloway County, Kentucky",48276
21037,"Campbell County, Kentucky",71979
21039,"Carlisle County, Kentucky",53065
21041,"Carroll County, Kentucky",50625
21043,"Carter County, Kentucky",47004
21045,"Casey County, Kentucky",42190
21047,"Christian County, Kentucky",48920
21049,"Clark County, Kentucky",61878
21051,"Clay County, Kentucky",37888
21053,"Clinton County, Kentucky",41180
21055,"Crittenden County, Kentucky",45810
21057,"Cumberland County, Kentucky",40515
21059,"Daviess County, Kentucky",64021
21061,"Edmonson County, Kentucky",53029
21063,"Elliott County, Kentucky",39469
21065,"Estill County, Kentucky",39980
21067,"Fayette County, Kentucky",66087
21069,"Fleming County, Kentucky",46885
21071,"Floyd County, Kentucky",38723
21073,"Franklin County, Kentucky",62929
21075,"Fulton County, Kentucky",35449
21077,"Gallatin County, Kentucky",58641
21079,"Garrard County, Kentucky",58263
21081,"Grant County, Kentucky",65461
21083,"Graves County, Kentucky",52526
21085,"Grayson County, Kentucky",47024
21087,"Green County, Kentucky",38595
21089,"Greenup County, Kentucky",58562
21091,"Hancock County, Kentucky",68102
21093,"Hardin County, Kentucky",64136
21095,"Harlan County, Kentucky",35128
21097,"Harrison County, Kentucky",58840
21099,"Hart County, Kentucky",45561
21101,"Henderson County, Kentucky",56912
21103,"Henry County, Kentucky",58294
21105,"Hickman County, Kentucky",68589
21107,"Hopkins County, Kentucky",54466
21109,"Jackson County, Kentucky",38516
21111,"Jefferson County, Kentucky",66296
21113,"Jessamine County, Kentucky",69905
21115,"Johnson County, Kentucky",44231
21117,"Kenton County, Kentucky",76016
21119,"Knott County, Kentucky",38336
21121,"Knox County, Kentucky",34254
21123,"Larue County, Kentucky",57867
21125,"Laurel County, Kentucky",53693
21127,"Lawrence County, Kentucky",42488
21129,"Lee County, Kentucky",31682
21131,"Leslie County, Kentucky",37019
21133,"Letcher County, Kentucky",38466
21135,"Lewis County, Kentucky",36662
21137,"Lincoln County, Kentucky",49487
21139,"Livingston County, Kentucky",56125
21141,"Logan County, Kentucky",58869
21143,"Lyon County, Kentucky",64081
21145,"McCracken County, Kentucky",58490
21147,"McCreary County, Kentucky",35000
21149,"McLean County, Kentucky",64020
21151,"Madison County, Kentucky",59797
21153,"Magoffin County, Kentucky",31927
21155,"Marion County, Kentucky",49627
21157,"Marshall County, Kentucky",64597
21159,"Martin County, Kentucky",45265
21161,"Mason County, Kentucky",48460
21163,"Meade County, Kentucky",68518
21165,"Menifee County, Kentucky",43797
21167,"Mercer County, Kentucky",60728
21169,"Metcalfe County, Kentucky",46932
21171,"Monroe County, Kentucky",47252
21173,"Montgomery County, Kentucky",53436
21175,"Morgan County, Kentucky",46018
21177,"Muhlenberg County, Kentucky",50935
21179,"Nelson County, Kentucky",66212
21181,"Nicholas County, Kentucky",57539
21183,"Ohio County, Kentucky",52474
21185,"Oldham County, Kentucky",117334
21187,"Owen County, Kentucky",56485
21189,"Owsley County, Kentucky",32844
21191,"Pendleton County, Kentucky",58723
21193,"Perry County, Kentucky",45330
21195,"Pike County, Kentucky",41271
21197,"Powell County, Kentucky",38415
21199,"Pulaski County, Kentucky",48768
21201,"Robertson County, Kentucky",53798
21203,"Rockcastle County, Kentucky",45693
21205,"Rowan County, Kentucky",50038
21207,"Russell County, Kentucky",48220
21209,"Scott County, Kentucky",80782
21211,"Shelby County, Kentucky",81012
21213,"Simpson County, Kentucky",55907
21215,"Spencer County, Kentucky",101118
21217,"Taylor County, Kentucky",63211
21219,"Todd County, Kentucky",57891
21221,"Trigg County, Kentucky",55864
21223,"Trimble County, Kentucky",66492
21225,"Union County, Kentucky",58260
21227,"Warren County, Kentucky",63074
21229,"Washington County, Kentucky",65456
21231,"Wayne County, Kentucky",41583
21233,"Webster County, Kentucky",55451
21235,"Whitley County, Kentucky",44332
21237,"Wolfe County, Kentucky",28666
21239,"Woodford County, Kentucky",78295
22001,"Acadia Parish, Louisiana",44977
22003,"Allen Parish, Louisiana",52755
22005,"Ascension Parish, Louisiana",93800
22007,"Assumption Parish, Louisiana",47023
22009,"Avoyelles Parish, Louisiana",38696
22011,"Beauregard Parish, Louisiana",68525
22013,"Bienville Parish, Louisiana",34268
22015,"Bossier Parish, Louisiana",64598
22017,"Caddo Parish, Louisiana",47572
22019,"Calcasieu Parish, Louisiana",64370
22021,"Caldwell Parish, Louisiana",45707
22023,"Cameron Parish, Louisiana",69847
22025,"Catahoula Parish, Louisiana",48259
22027,"Claiborne Parish, Louisiana",32034
22029,"Concordia Parish, Louisiana",38929
22031,"De Soto Parish, Louisiana",49807
22033,"East Baton Rouge Parish, Louisiana",62083
22035,"East Carroll Parish, Louisiana",30856
22037,"East Feliciana Parish, Louisiana",64709
22039,"Evangeline Parish, Louisiana",34526
22041,"Franklin Parish, Louisiana",41129
22043,"Grant Parish, Louisiana",57362
22045,"Iberia Parish, Louisiana",55190
22047,"Iberville Parish, Louisiana",59410
22049,"Jackson Parish, Louisiana",40406
22051,"Jefferson Parish, Louisiana",63257
22053,"Jefferson Davis Parish, Louisiana",52470
22055,"Lafayette Parish, Louisiana",66617
22057,"Lafourche Parish, Louisiana",61381
22059,"LaSalle Parish, Louisiana",59926
22061,"Lincoln Parish, Louisiana",37001
22063,"Livingston Parish, Louisiana",77978
22065,"Madison Parish, Louisiana",34508
22067,"Morehouse Parish, Louisiana",37875
22069,"Natchitoches Parish, Louisiana",41310
22071,"Orleans Parish, Louisiana",51116
22073,"Ouachita Parish, Louisiana",49261
22075,"Plaquemines Parish, Louisiana",77996
22077,"Pointe Coupee Parish, Louisiana",53045
22079,"Rapides Parish, Louisiana",55407
22081,"Red River Parish, Louisiana",43821
22083,"Richland Parish, Louisiana",48125
22085,"Sabine Parish, Louisiana",40777
22087,"St. Bernard Parish, Louisiana",55857
22089,"St. Charles Parish, Louisiana",79191
22091,"St. Helena Parish, Louisiana",46402
22093,"St. James Parish, Louisiana",62946
22095,"St. John the Baptist Parish, Louisiana",65114
22097,"St. Landry Parish, Louisiana",44478
22099,"St. Martin Parish, Louisiana",50806
22101,"St. Mary Parish, Louisiana",47322
22103,"St. Tammany Parish, Louisiana",76914
22105,"Tangipahoa Parish, Louisiana",55274
22107,"Tensas Parish, Louisiana",35653
22109,"Terrebonne Parish, Louisiana",63088
22111,"Union Parish, Louisiana",47068
22113,"Vermilion Parish, Louisiana",56194
22115,"Vernon Parish, Louisiana",56547
22117,"Washington Parish, Louisiana",41803
22119,"Webster Parish, Louisiana",34263
22121,"West Baton Rouge Parish, Louisiana",80510
22123,"West Carroll Parish, Louisiana",45035
22125,"West Feliciana Parish, Louisiana",71985
22127,"Winn Parish, Louisiana",44922
23001,"Androscoggin County, Maine",64500
23003,"Aroostook County, Maine",50843
23005,"Cumberland County, Maine",87710
23007,"Franklin County, Maine",56890
23009,"Hancock County, Maine",64149
23011,"Kennebec County, Maine",62118
23013,"Knox County, Maine",68904
23015,"Lincoln County, Maine",69638
23017,"Oxford County, Maine",54780
23019,"Penobscot County, Maine",59438
23021,"Piscataquis County, Maine",51805
23023,"Sagadahoc County, Maine",77591
23025,"Somerset County, Maine",53527
23027,"Waldo County, Maine",62694
23029,"Washington County, Maine",51669
23031,"York County, Maine",79743
24001,"Allegany County, Maryland",55248
24003,"Anne Arundel County, Maryland",116009
24005,"Baltimore County, Maryland",88157
24009,"Calvert County, Maryland",128078
24011,"Caroline County, Maryland",65326
24013,"Carroll County, Maryland",111672
24015,"Cecil County, Maryland",86869
24017,"Charles County, Maryland",116882
24019,"Dorchester County, Maryland",57490
24021,"Frederick County, Maryland",115724
24023,"Garrett County, Maryland",64447
24025,"Harford County, Maryland",106417
24027,"Howard County, Maryland",140971
24029,"Kent County, Maryland",71635
24031,"Montgomery County, Maryland",125583
24033,"Prince George's County, Maryland",97935
24035,"Queen Anne's County, Maryland",108332
24037,"St. Mary's County, Maryland",113668
24039,"Somerset County, Maryland",52149
24041,"Talbot County, Maryland",81667
24043,"Washington County, Maryland",73017
24045,"Wicomico County, Maryland",69421
24047,"Worcester County, Maryland",76689
24510,"Baltimore city, Maryland",58349
25001,"Barnstable County, Massachusetts",90447
25003,"Berkshire County, Massachusetts",69744
25005,"Bristol County, Massachusetts",80628
25007,"Dukes County, Massachusetts",93225
25009,"Essex County, Massachusetts",94378
25011,"Franklin County, Massachusetts",70383
25013,"Hampden County, Massachusetts",66619
25015,"Hampshire County, Massachusetts",84025
25017,"Middlesex County, Massachusetts",121304
25019,"Nantucket County, Massachusetts",135590
25021,"Norfolk County, Massachusetts",120621
25023,"Plymouth County, Massachusetts",105387
25025,"Suffolk County, Massachusetts",87669
25027,"Worcester County, Massachusetts",88524
26001,"Alcona County, Michigan",50295
26003,"Alger County, Michigan",55528
26005,"Allegan County, Michigan",75543
26007,"Alpena County, Michigan",49133
26009,"Antrim County, Michigan",68850
26011,"Arenac County, Michigan",53487
26013,"Baraga County, Michigan",51911
26015,"Barry County, Michigan",75182
26017,"Bay County, Michigan",57887
26019,"Benzie County, Michigan",71327
26021,"Berrien County, Michigan",60379
26023,"Branch County, Michigan",60600
26025,"Calhoun County, Michigan",58191
26027,"Cass County, Michigan",65183
26029,"Charlevoix County, Michigan",69764
26031,"Cheboygan County, Michigan",59557
26033,"Chippewa County, Michigan",58408
26035,"Clare County, Michigan",47816
26037,"Clinton County, Michigan",82594
26039,"Crawford County, Michigan",57998
26041,"Delta County, Michigan",53852
26043,"Dickinson County, Michigan",59651
26045,"Eaton County, Michigan",77158
26047,"Emmet County, Michigan",69690
26049,"Genesee County, Michigan",58594
26051,"Gladwin County, Michigan",53717
26053,"Gogebic County, Michigan",47913
26055,"Grand Traverse County, Michigan",75553
26057,"Gratiot County, Michigan",57934
26059,"Hillsdale County, Michigan",59425
26061,"Houghton County, Michigan",52736
26063,"Huron County, Michigan",54475
26065,"Ingham County, Michigan",62548
26067,"Ionia County, Michigan",71720
26069,"Iosco County, Michigan",46224
26071,"Iron County, Michigan",52241
26073,"Isabella County, Michigan",52638
26075,"Jackson County, Michigan",62581
26077,"Kalamazoo County, Michigan",67905
26079,"Kalkaska County, Michigan",56380
26081,"Kent County, Michigan",76247
26083,"Keweenaw County, Michigan",55560
26085,"Lake County, Michigan",45946
26087,"Lapeer County, Michigan",75402
26089,"Leelanau County, Michigan",82345
26091,"Lenawee County, Michigan",65484
26093,"Livingston County, Michigan",96135
26095,"Luce County, Michigan",51015
26097,"Mackinac County, Michigan",60620
26099,"Macomb County, Michigan",73876
26101,"Manistee County, Michigan",59467
26103,"Marquette County, Michigan",63115
26105,"Mason County, Michigan",60744
26107,"Mecosta County, Michigan",54132
26109,"Menominee County, Michigan",54074
26111,"Midland County, Michigan",73643
26113,"Missaukee County, Michigan",57667
26115,"Monroe County, Michigan",72573
26117,"Montcalm County, Michigan",61250
26119,"Montmorency County, Michigan",46345
26121,"Muskegon County, Michigan",61347
26123,"Newaygo County, Michigan",59065
26125,"Oakland County, Michigan",92620
26127,"Oceana County, Michigan",60691
26129,"Ogemaw County, Michigan",50377
26131,"Ontonagon County, Michigan",48316
26133,"Osceola County, Michigan",54875
26135,"Oscoda County, Michigan",48692
26137,"Otsego County, Michigan",62865
26139,"Ottawa County, Michigan",83932
26141,"Presque Isle County, Michigan",55986
26143,"Roscommon County, Michigan",49898
26145,"Saginaw County, Michigan",56579
26147,"St. Clair County, Michigan",66887
26149,"St. Joseph County, Michigan",62281
26151,"Sanilac County, Michigan",55740
26153,"Schoolcraft County, Michigan",55071
26155,"Shiawassee County, Michigan",62498
26157,"Tuscola County, Michigan",59815
26159,"Van Buren County, Michigan",65531
26161,"Washtenaw County, Michigan",84245
26163,"Wayne County, Michigan",57223
26165,"Wexford County, Michigan",58652
27001,"Aitkin County, Minnesota",56406
27003,"Anoka County, Minnesota",95782
27005,"Becker County, Minnesota",68683
27007,"Beltrami County, Minnesota",62173
27009,"Benton County, Minnesota",70346
27011,"Big Stone County, Minnesota",63024
27013,"Blue Earth County, Minnesota",70906
27015,"Brown County, Minnesota",67038
27017,"Carlton County, Minnesota",74660
27019,"Carver County, Minnesota",116308
27021,"Cass County, Minnesota",61970
27023,"Chippewa County, Minnesota",62112
27025,"Chisago County, Minnesota",97446
27027,"Clay County, Minnesota",75006
27029,"Clearwater County, Minnesota",62723
27031,"Cook County, Minnesota",71937
27033,"Cottonwood County, Minnesota",63586
27035,"Crow Wing County, Minnesota",65975
27037,"Dakota County, Minnesota",101360
27039,"Dodge County, Minnesota",92890
27041,"Douglas County, Minnesota",72472
27043,"Faribault County, Minnesota",64000
27045,"Fillmore County, Minnesota",73234
27047,"Freeborn County, Minnesota",65679
27049,"Goodhue County, Minnesota",78338
27051,"Grant County, Minnesota",67600
27053,"Hennepin County, Minnesota",92595
27055,"Houston County, Minnesota",71580
27057,"Hubbard County, Minnesota",67197
27059,"Isanti County, Minnesota",84063
27061,"Itasca County, Minnesota",63962
27063,"Jackson County, Minnesota",68368
27065,"Kanabec County, Minnesota",68995
27067,"Kandiyohi County, Minnesota",73285
27069,"Kittson County, Minnesota",66000
27071,"Koochiching County, Minnesota",59779
27073,"Lac qui Parle County, Minnesota",66967
27075,"Lake County, Minnesota",73860
27077,"Lake of the Woods County, Minnesota",61667
27079,"Le Sueur County, Minnesota",87180
27081,"Lincoln County, Minnesota",64750
27083,"Lyon County, Minnesota",68919
27085,"McLeod County, Minnesota",73296
27087,"Mahnomen County, Minnesota",52739
27089,"Marshall County, Minnesota",69396
27091,"Martin County, Minnesota",61674
27093,"Meeker County, Minnesota",75926
27095,"Mille Lacs County, Minnesota",68088
27097,"Morrison County, Minnesota",66264
27099,"Mower County, Minnesota",66972
27101,"Murray County, Minnesota",71500
27103,"Nicollet County, Minnesota",79113
27105,"Nobles County, Minnesota",62973
27107,"Norman County, Minnesota",65278
27109,"Olmsted County, Minnesota",90420
27111,"Otter Tail County, Minnesota",67990
27113,"Pennington County, Minnesota",71504
27115,"Pine County, Minnesota",65059
27117,"Pipestone County, Minnesota",68341
27119,"Polk County, Minnesota",69540
27121,"Pope County, Minnesota",71212
27123,"Ramsey County, Minnesota",78108
27125,"Red Lake County, Minnesota",73889
27127,"Redwood County, Minnesota",65617
27129,"Renville County, Minnesota",66313
27131,"Rice County, Minnesota",78214
27133,"Rock County, Minnesota",75060
27135,"Roseau County, Minnesota",70122
27137,"St. Louis County, Minnesota",66491
27139,"Scott County, Minnesota",118268
27141,"Sherburne County, Minnesota",99431
27143,"Sibley County, Minnesota",74781
27145,"Stearns County, Minnesota",73105
27147,"Steele County, Minnesota",79722
27149,"Stevens County, Minnesota",69737
27151,"Swift County, Minnesota",58362
27153,"Todd County, Minnesota",63216
27155,"Traverse County, Minnesota",63456
27157,"Wabasha County, Minnesota",75063
27159,"Wadena County, Minnesota",54747
27161,"Waseca County, Minnesota",71856
27163,"Washington County, Minnesota",110828
27165,"Watonwan County, Minnesota",65197
27167,"Wilkin County, Minnesota",67114
27169,"Winona County, Minnesota",66162
27171,"Wright County, Minnesota",102980
27173,"Yellow Medicine County, Minnesota",70605
28001,"Adams County, Mississippi",37271
28003,"Alcorn County, Mississippi",47716
28005,"Amite County, Mississippi",34866
28007,"Attala County, Mississippi",42680
28009,"Benton County, Mississippi",38750
28011,"Bolivar County, Mississippi",37845
28013,"Calhoun County, Mississippi",44505
28015,"Carroll County, Mississippi",42285
28017,"Chickasaw County, Mississippi",40224
28019,"Choctaw County, Mississippi",41887
28021,"Claiborne County, Mississippi",34282
28023,"Clarke County, Mississippi",46329
28025,"Clay County, Mississippi",37412
28027,"Coahoma County, Mississippi",36075
28029,"Copiah County, Mississippi",46889
28031,"Covington County, Mississippi",40164
28033,"DeSoto County, Mississippi",79666
28035,"Forrest County, Mississippi",49340
28037,"Franklin County, Mississippi",43942
28039,"George County, Mississippi",51349
28041,"Greene County, Mississippi",50000
28043,"Grenada County, Mississippi",45745
28045,"Hancock County, Mississippi",63623
28047,"Harrison County, Mississippi",55211
28049,"Hinds County, Mississippi",48596
28051,"Holmes County, Mississippi",28818
28053,"Humphreys County, Mississippi",31907
28055,"Issaquena County, Mississippi",17900
28057,"Itawamba County, Mississippi",57252
28059,"Jackson County, Mississippi",60045
28061,"Jasper County, Mississippi",43914
28063,"Jefferson County, Mississippi",31544
28065,"Jefferson Davis County, Mississippi",36473
28067,"Jones County, Mississippi",49451
28069,"Kemper County, Mississippi",42947
28071,"Lafayette County, Mississippi",59748
28073,"Lamar County, Mississippi",67972
28075,"Lauderdale County, Mississippi",45649
28077,"Lawrence County, Mississippi",41096
28079,"Leake County, Mississippi",46669
28081,"Lee County, Mississippi",64479
28083,"Leflore County, Mississippi",33115
28085,"Lincoln County, Mississippi",47069
28087,"Lowndes County, Mississippi",53687
28089,"Madison County, Mississippi",79105
28091,"Marion County, Mississippi",38399
28093,"Marshall County, Mississippi",51431
28095,"Monroe County, Mississippi",51190
28097,"Montgomery County, Mississippi",36845
28099,"Neshoba County, Mississippi",47400
28101,"Newton County, Mississippi",49160
28103,"Noxubee County, Mississippi",42298
28105,"Oktibbeha County, Mississippi",42953
28107,"Panola County, Mississippi",47894
28109,"Pearl River County, Mississippi",54220
28111,"Perry County, Mississippi",48333
28113,"Pike County, Mississippi",40131
28115,"Pontotoc County, Mississippi",54414
28117,"Prentiss County, Mississippi",51578
28119,"Quitman County, Mississippi",31192
28121,"Rankin County, Mississippi",76460
28123,"Scott County, Mississippi",44968
28125,"Sharkey County, Mississippi",41000
28127,"Simpson County, Mississippi",50867
28129,"Smith County, Mississippi",51983
28131,"Stone County, Mississippi",55894
28133,"Sunflower County, Mississippi",37403
28135,"Tallahatchie County, Mississippi",35428
28137,"Tate County, Mississippi",61286
28139,"Tippah County, Mississippi",47968
28141,"Tishomingo County, Mississippi",45545
28143,"Tunica County, Mississippi",41676
28145,"Union County, Mississippi",55970
28147,"Walthall County, Mississippi",37145
28149,"Warren County, Mississippi",54117
28151,"Washington County, Mississippi",38394
28153,"Wayne County, Mississippi",34875
28155,"Webster County, Mississippi",55657
28157,"Wilkinson County, Mississippi",34928
28159,"Winston County, Mississippi",45516
28161,"Yalobusha County, Mississippi",47006
28163,"Yazoo County, Mississippi",41867
29001,"Adair County, Missouri",51020
29003,"Andrew County, Missouri",68774
29005,"Atchison County, Missouri",58521
29007,"Audrain County, Missouri",51745
29009,"Barry County, Missouri",55592
29011,"Barton County, Missouri",48105
29013,"Bates County, Missouri",54122
29015,"Benton County, Missouri",50229
29017,"Bollinger County, Missouri",52306
29019,"Boone County, Missouri",66564
29021,"Buchanan County, Missouri",58303
29023,"Butler County, Missouri",47245
29025,"Caldwell County, Missouri",58269
29027,"Callaway County, Missouri",70599
29029,"Camden County, Missouri",59834
29031,"Cape Girardeau County, Missouri",65070
29033,"Carroll County, Missouri",59101
29035,"Carter County, Missouri",45737
29037,"Cass County, Missouri",82473
29039,"Cedar County, Missouri",43589
29041,"Chariton County, Missouri",61910
29043,"Christian County, Missouri",75787
29045,"Clark County, Missouri",53362
29047,"Clay County, Missouri",82264
29049,"Clinton County, Missouri",66494
29051,"Cole County, Missouri",70667
29053,"Cooper County, Missouri",62239
